CUSTOMER,NUMBER_OF_LATE_PAYMENTS,NUMBER_OF_CREDIT_APPLICATIONS,DECLARED_BANKRUPTCY_IN_PAST_7_YRS,AVERAGE_MONTHLY_FEE,CREDIT_SCORE,SATISFACTION,DEFAULT,AVERAGE_CASH_BALANCE,AGE,AGE_RANGE,GENDER,NUMBER_OF_PRODUCTS,CUST_ACQUISITION_YEAR,NO_OF_UNIQUE_PRODUCTS,NO_OF_UNIQUE_PRODUCTS_GROUPED,EQUITIES_BALANCE,INITIAL_MORTGAGE_AMT,ADDRESS_CHANGES,HOUSEHOLD_ID,CLIENTS_IN_HOUSEHOLD,AVERAGE_CREDIT_CARD_BALANCE,CUSTOMER_TYPE,HOME_BRANCH_CITY,HOME_BRANCH_STATE,SALESPERSON,CHURN,COUNT,BANKID
ID7615,13,5,No,61,473,4,1,1K,44,40-49,Male,1,2003,2,1 to 10,8000,300K+,0,6615,1,7500,Small Business,Buffalo NY,New York,ID21,no,1,N
ID7616,35,26,No,64,473,3,0,1K,18,0-19,Female,2,2004,0,0,1000,300K+,3,6616,3,7500,Small Business,Buffalo NY,New York,ID13,yes,1,N
ID7617,0,5,No,66,473,4,1,1K,36,30-39,Female,1,2011,7,1 to 10,3000,300K+,2,6617,2,3500,Small Business,Buffalo NY,New York,ID13,no,1,N
ID7618,0,0,No,76,607,4,0,1K,65,60-69,Female,1,2004,22,21 to 30,1000,300K+,0,6618,1,3000,Small Business,Syracuse NY,New York,ID19,no,1,N
ID7619,0,0,No,73,618,3,1,1K,77,70-79,Female,1,2007,24,21 to 30,7000,Less than 150K,0,6619,1,4500,Small Business,Watertown NY,New York,ID16,no,1,N
ID7620,7,0,No,58,473,3,1,1K,85,80+,Female,1,2010,21,21 to 30,10000,Less than 150K,0,6620,1,15000,Small Business,Buffalo NY,New York,ID8,no,1,N
ID7621,,,Yes,,607,3,1,1K,74,70-79,Female,1,2012,4,1 to 10,3000,Less than 150K,0,6621,1,6000,Small Business,Syracuse NY,New York,ID16,no,1,N
ID7622,0,0,No,90,719,3,0,1K,56,50-59,Male,1,2004,9,1 to 10,2000,150K - 300K,0,6622,1,5000,Corporate,Newark NJ,New Jersey,ID12,no,1,N
ID7623,85,75,No,92,719,4,0,1K,50,50-59,Male,1,2005,21,21 to 30,10000,300K+,0,6623,1,5000,Personal,Newark NJ,New Jersey,ID12,yes,1,N
ID7624,25,20,No,92,719,2,1,5K,40,40-49,Male,1,2011,4,1 to 10,39000,300K+,3,6624,3,8000,Personal,Newark NJ,New Jersey,ID12,yes,1,N
ID7625,60,71,No,92,719,4,1,10K,62,60-69,Female,0,2006,18,11 to 20,19000,300K+,1,6625,1,9000,Personal,Newark NJ,New Jersey,ID7,yes,1,N
ID7626,20,80,No,90,719,3,1,1K,33,30-39,Female,1,2005,17,11 to 20,14000,300K+,1,6626,1,6000,Personal,Newark NJ,New Jersey,ID12,yes,1,N
ID7627,0,0,No,88,719,3,1,1K,45,40-49,Male,1,2012,15,11 to 20,8000,300K+,2,6627,2,12200,Personal,Newark NJ,New Jersey,ID7,no,1,N
ID7628,0,0,No,89,719,4,1,1K,65,60-69,Male,1,2003,38,31 to 40,7000,300K+,0,6628,1,8000,Personal,Newark NJ,New Jersey,ID6,no,1,N
ID7629,0,0,No,86,719,3,0,25K,56,50-59,Female,1,2006,23,21 to 30,5000,300K+,0,6629,1,9000,Personal,Newark NJ,New Jersey,ID12,no,1,N
ID7630,0,0,No,88,719,4,1,1K,17,0-19,Male,1,2009,49,41 to 50,4000,150K - 300K,2,6630,2,3500,Personal,Newark NJ,New Jersey,ID7,no,1,N
ID7631,36,70,No,98,719,2,0,1K,53,50-59,Female,1,2004,29,21 to 30,9000,Less than 150K,2,6631,2,12000,Personal,Newark NJ,New Jersey,ID12,yes,1,N
ID7632,0,0,No,89,719,4,1,25K,38,30-39,Female,1,2005,54,51 to 60,14000,Less than 150K,4,6632,4,3000,Personal,Newark NJ,New Jersey,ID12,no,1,N
ID7633,,,Yes,,719,3,1,1K,66,60-69,Female,1,2012,39,31 to 40,2000,Less than 150K,0,6633,1,5500,Personal,Newark NJ,New Jersey,ID6,no,1,N
ID7634,264,261,No,96,719,3,1,25K,59,50-59,Male,1,2004,7,1 to 10,3000,Less than 150K,0,6634,1,6000,Personal,Newark NJ,New Jersey,ID12,yes,1,N
ID7635,,,Yes,,719,2,1,1K,34,30-39,Female,3,2006,26,21 to 30,9000,Less than 150K,1,6635,1,4000,Personal,Newark NJ,New Jersey,ID12,no,1,N
ID7636,,,Yes,,719,4,1,25K,26,20-29,Female,1,2006,6,1 to 10,6000,Less than 150K,0,6636,1,11500,Personal,Newark NJ,New Jersey,ID12,no,1,N
ID7637,3,0,No,84,719,3,1,1K,48,40-49,Female,3,2004,17,11 to 20,4000,Less than 150K,0,6637,1,12000,Personal,Newark NJ,New Jersey,ID6,no,1,N
ID7638,0,0,No,66,416,4,0,1K,51,50-59,Female,1,2006,7,1 to 10,4000,300K+,1,6638,1,3000,Personal,Omaha NE,Nebraska,ID15,no,1,N
ID7639,0,0,No,79,416,4,1,1K,54,50-59,Female,2,2010,23,21 to 30,1000,300K+,0,6639,1,15000,Personal,Omaha NE,Nebraska,ID11,no,1,N
ID7640,0,2,No,70,416,4,0,1K,46,40-49,Male,1,2003,12,11 to 20,1000,300K+,0,6640,1,5000,Personal,Omaha NE,Nebraska,ID9,no,1,N
ID7641,17,18,No,74,416,5,0,1K,27,20-29,Male,2,2005,11,11 to 20,3000,300K+,1,6641,1,1500,Personal,Omaha NE,Nebraska,ID15,yes,1,N
ID7642,50,56,No,67,416,4,1,25K,54,50-59,Male,1,2011,2,1 to 10,7000,300K+,0,6642,1,3000,Personal,Omaha NE,Nebraska,ID9,yes,1,N
ID7643,43,41,No,68,416,3,1,1K,61,60-69,Male,1,2012,23,21 to 30,3000,300K+,0,6643,1,12000,Personal,Omaha NE,Nebraska,ID9,yes,1,N
ID7644,0,0,No,65,416,5,1,5K,47,40-49,Male,2,2003,40,31 to 40,24000,300K+,2,6644,2,0,Personal,Omaha NE,Nebraska,ID15,no,1,N
ID7645,8,11,No,69,416,3,0,1K,47,40-49,Female,1,2011,4,1 to 10,8000,300K+,3,6645,3,0,Personal,Omaha NE,Nebraska,ID15,yes,1,N
ID7646,0,13,No,60,416,2,1,1K,52,50-59,Male,1,2004,24,21 to 30,9000,300K+,0,6646,1,8500,Personal,Omaha NE,Nebraska,ID11,yes,1,N
ID7647,2,0,No,66,416,4,1,1K,34,30-39,Male,1,2005,14,11 to 20,10000,300K+,1,6647,1,21000,Personal,Omaha NE,Nebraska,ID9,no,1,N
ID7648,6,3,No,67,416,4,0,25K,71,70-79,Female,1,2012,23,21 to 30,4000,300K+,0,6648,1,6000,Personal,Omaha NE,Nebraska,ID11,no,1,N
ID7649,1,0,No,64,416,4,1,25K,36,30-39,Female,1,2003,8,1 to 10,24000,150K - 300K,1,6649,1,9000,Personal,Omaha NE,Nebraska,ID21,no,1,N
ID7650,0,0,No,69,416,4,0,1K,61,60-69,Female,1,2009,8,1 to 10,4000,150K - 300K,0,6650,1,8000,Personal,Omaha NE,Nebraska,ID21,no,1,N
ID7651,0,0,No,71,416,3,0,1K,48,40-49,Female,1,2010,14,11 to 20,15000,150K - 300K,1,6651,1,11000,Personal,Omaha NE,Nebraska,ID9,no,1,N
ID7652,0,0,No,76,416,3,1,1K,80,80+,Female,2,2003,36,31 to 40,10000,Less than 150K,0,6652,1,15000,Personal,Omaha NE,Nebraska,ID21,no,1,N
ID7653,4,3,No,63,416,3,0,1K,77,70-79,Male,1,2009,12,11 to 20,10000,Less than 150K,0,6653,1,6500,Personal,Omaha NE,Nebraska,ID17,no,1,N
ID7654,0,0,No,66,416,4,1,1K,39,30-39,Female,1,2011,31,31 to 40,13000,300K+,1,6654,1,0,Small Business,Omaha NE,Nebraska,ID12,no,1,N
ID7655,38,45,No,69,416,3,1,1K,21,20-29,Female,1,2010,10,1 to 10,2000,300K+,1,6655,1,15000,Small Business,Omaha NE,Nebraska,ID21,yes,1,N
ID7656,28,22,No,73,416,2,0,1K,69,60-69,Male,1,2007,28,21 to 30,8000,Less than 150K,0,6656,1,9500,Small Business,Omaha NE,Nebraska,ID9,yes,1,N
ID7657,6,65,No,65,403,4,1,1K,43,40-49,Female,1,2008,9,1 to 10,4000,300K+,2,6657,2,15000,Corporate,Kansas City MO,Missouri,ID9,yes,1,N
ID7658,0,0,No,71,438,4,0,1K,46,40-49,Male,2,2007,48,41 to 50,7000,300K+,0,6658,1,6000,Corporate,Springfield MO,Missouri,ID19,no,1,N
ID7659,19,16,No,63,403,5,0,25K,35,30-39,Female,2,2008,18,11 to 20,8000,300K+,0,6659,1,3000,Corporate,Kansas City MO,Missouri,ID11,yes,1,N
ID7660,15,4,No,67,438,4,0,1K,42,40-49,Male,1,2003,11,11 to 20,11000,300K+,2,6660,2,9000,Corporate,Springfield MO,Missouri,ID19,no,1,N
ID7661,0,0,No,66,438,3,0,1K,53,50-59,Female,1,2011,54,51 to 60,2000,300K+,0,6661,1,3000,Corporate,Springfield MO,Missouri,ID19,no,1,N
ID7662,0,22,No,72,438,3,1,1K,15,0-19,Male,2,2004,53,51 to 60,5000,150K - 300K,2,6662,2,1500,Corporate,Springfield MO,Missouri,ID19,yes,1,N
ID7663,6,79,No,73,438,2,1,1K,66,60-69,Male,1,2004,23,21 to 30,8000,Less than 150K,0,6663,1,10500,Corporate,Springfield MO,Missouri,ID13,yes,1,N
ID7664,4,0,No,68,438,3,1,25K,65,60-69,Female,1,2005,10,11 to 20,8000,Less than 150K,0,6664,1,24000,Corporate,Springfield MO,Missouri,ID19,no,1,N
ID7665,70,66,No,74,438,3,1,25K,75,70-79,Male,1,2003,22,21 to 30,7000,Less than 150K,0,6665,1,18000,Corporate,Springfield MO,Missouri,ID13,yes,1,N
ID7666,15,20,No,71,438,4,1,25K,33,30-39,Male,2,2011,13,11 to 20,7000,300K+,0,6666,1,2000,Personal,Springfield MO,Missouri,ID16,yes,1,N
ID7667,8,1,No,69,438,4,1,1K,32,30-39,Male,2,2005,49,41 to 50,5000,300K+,0,6667,1,3000,Personal,Springfield MO,Missouri,ID9,no,1,N
ID7668,67,60,No,69,403,5,0,1K,58,50-59,Male,1,2003,10,11 to 20,3000,300K+,0,6668,1,5000,Personal,Kansas City MO,Missouri,ID15,yes,1,N
ID7669,0,0,No,73,403,4,1,1K,43,40-49,Female,1,2003,38,31 to 40,3000,300K+,1,6669,1,9000,Personal,Kansas City MO,Missouri,ID7,no,1,N
ID7670,20,1,No,63,403,5,1,5K,54,50-59,Male,2,2010,28,21 to 30,1000,300K+,0,6670,1,12000,Personal,Kansas City MO,Missouri,ID9,no,1,N
ID7671,0,0,No,71,438,4,0,25K,46,40-49,Female,1,2006,4,1 to 10,3000,300K+,0,6671,1,4500,Personal,Springfield MO,Missouri,ID19,no,1,N
ID7672,17,8,No,67,403,4,0,1K,58,50-59,Male,1,2003,24,21 to 30,9000,300K+,0,6672,1,3500,Personal,Kansas City MO,Missouri,ID7,yes,1,N
ID7673,0,40,No,73,403,4,1,1K,49,40-49,Female,1,2006,10,11 to 20,12000,300K+,1,6673,1,3500,Personal,Kansas City MO,Missouri,ID7,yes,1,N
ID7674,0,0,No,72,438,4,1,25K,54,50-59,Male,1,2010,7,1 to 10,5000,300K+,1,6674,1,9000,Personal,Springfield MO,Missouri,ID16,no,1,N
ID7675,41,50,No,74,438,5,1,10K,63,60-69,Male,2,2011,29,21 to 30,9000,300K+,0,6675,1,5500,Personal,Springfield MO,Missouri,ID9,yes,1,N
ID7676,30,41,No,45,258,4,1,25K,55,50-59,Female,1,2008,0,0,8000,300K+,0,6676,1,7500,Personal,St. Louis MO,Missouri,ID10,yes,1,N
ID7677,8,2,No,64,438,4,0,1K,47,40-49,Male,1,2005,46,41 to 50,3000,300K+,0,6677,1,9000,Personal,Springfield MO,Missouri,ID9,no,1,N
ID7678,6,8,No,83,438,4,1,10K,48,40-49,Female,1,2007,13,11 to 20,8000,300K+,0,6678,1,10500,Personal,Springfield MO,Missouri,ID13,yes,1,N
ID7679,13,59,No,46,258,4,0,25K,46,40-49,Male,1,2010,0,0,4000,300K+,0,6679,1,3000,Personal,St. Louis MO,Missouri,ID14,yes,1,N
ID7680,0,16,No,79,403,4,1,25K,61,60-69,Female,1,2005,6,1 to 10,3000,300K+,2,6680,2,10000,Personal,Kansas City MO,Missouri,ID17,yes,1,N
ID7681,0,0,No,71,438,4,0,1K,55,50-59,Male,1,2011,22,21 to 30,10000,300K+,0,6681,1,3000,Personal,Springfield MO,Missouri,ID19,no,1,N
ID7682,35,51,No,84,438,4,0,10K,57,50-59,Female,1,2004,2,1 to 10,9000,300K+,0,6682,1,10500,Personal,Springfield MO,Missouri,ID13,yes,1,N
ID7683,0,0,No,41,258,4,1,1K,19,0-19,Male,2,2006,29,21 to 30,7000,300K+,1,6683,1,4500,Personal,St. Louis MO,Missouri,ID14,no,1,N
ID7684,15,95,No,67,403,4,0,25K,36,30-39,Male,1,2003,4,1 to 10,3000,300K+,1,6684,1,9000,Personal,Kansas City MO,Missouri,ID17,yes,1,N
ID7685,15,0,No,62,403,4,1,1K,28,20-29,Male,1,2006,13,11 to 20,21000,300K+,2,6685,2,1000,Personal,Kansas City MO,Missouri,ID9,no,1,N
ID7686,23,26,No,72,438,5,0,25K,35,30-39,Male,1,2003,12,11 to 20,28000,300K+,1,6686,1,16000,Personal,Springfield MO,Missouri,ID9,yes,1,N
ID7687,15,27,No,72,403,3,0,1K,44,40-49,Female,1,2006,22,21 to 30,17000,300K+,2,6687,2,4500,Personal,Kansas City MO,Missouri,ID9,yes,1,N
ID7688,27,22,No,75,438,4,1,1K,58,50-59,Female,2,2004,10,11 to 20,3000,300K+,0,6688,1,9000,Personal,Springfield MO,Missouri,ID16,yes,1,N
ID7689,1,0,No,68,403,4,0,1K,48,40-49,Female,1,2012,14,11 to 20,9000,300K+,0,6689,1,10000,Personal,Kansas City MO,Missouri,ID7,no,1,N
ID7690,0,0,No,63,403,4,1,1K,29,20-29,Male,1,2005,8,1 to 10,9000,300K+,2,6690,2,12500,Personal,Kansas City MO,Missouri,ID11,no,1,N
ID7691,75,69,No,68,403,3,1,1K,37,30-39,Female,1,2005,23,21 to 30,6000,300K+,2,6691,2,10000,Personal,Kansas City MO,Missouri,ID17,yes,1,N
ID7692,15,6,No,66,403,3,1,1K,25,20-29,Male,2,2006,15,11 to 20,2000,300K+,1,6692,1,7000,Personal,Kansas City MO,Missouri,ID15,yes,1,N
ID7693,170,210,No,49,258,5,0,25K,53,50-59,Male,2,2003,13,11 to 20,4000,300K+,0,6693,1,7500,Personal,St. Louis MO,Missouri,ID14,yes,1,N
ID7694,6,0,No,57,315,4,0,1K,30,30-39,Male,1,2011,18,11 to 20,13000,300K+,1,6694,1,17000,Personal,Columbia MO,Missouri,ID15,no,1,N
ID7695,0,0,No,68,403,4,0,1K,66,60-69,Female,1,2006,18,11 to 20,10000,300K+,0,6695,1,10000,Personal,Kansas City MO,Missouri,ID7,no,1,N
ID7696,0,0,No,56,315,4,0,25K,33,30-39,Female,1,2006,6,1 to 10,12000,300K+,1,6696,1,6000,Personal,Columbia MO,Missouri,ID15,no,1,N
ID7697,0,,No,,438,3,0,1K,16,0-19,Male,1,2008,33,31 to 40,8000,300K+,1,6697,1,19100,Personal,Springfield MO,Missouri,ID19,no,1,N
ID7698,0,36,No,71,403,3,1,1K,21,20-29,Male,1,2012,40,41 to 50,1000,300K+,0,6698,1,4000,Personal,Kansas City MO,Missouri,ID9,yes,1,N
ID7699,15,15,No,46,258,3,0,1K,37,30-39,Male,1,2006,12,11 to 20,7000,300K+,0,6699,1,1000,Personal,St. Louis MO,Missouri,ID14,yes,1,N
ID7700,0,0,No,67,403,2,0,5K,37,30-39,Female,1,2004,3,1 to 10,30000,300K+,3,6700,3,6500,Personal,Kansas City MO,Missouri,ID7,no,1,N
ID7701,,,Yes,,438,4,0,1K,33,30-39,Female,1,2004,8,1 to 10,13000,300K+,3,6701,3,4500,Personal,Springfield MO,Missouri,ID9,no,1,N
ID7702,10,10,No,75,438,3,0,25K,23,20-29,Male,2,2010,29,21 to 30,8000,300K+,0,6702,1,4000,Personal,Springfield MO,Missouri,ID19,yes,1,N
ID7703,0,0,No,74,438,4,1,1K,42,40-49,Male,1,2003,6,1 to 10,10000,150K - 300K,2,6703,2,8000,Personal,Springfield MO,Missouri,ID19,no,1,N
ID7704,40,33,No,73,438,3,0,1K,56,50-59,Female,1,2003,0,0,4000,150K - 300K,0,6704,1,23000,Personal,Springfield MO,Missouri,ID13,yes,1,N
ID7705,0,0,No,73,438,2,0,1K,54,50-59,Male,2,2011,45,41 to 50,2000,Less than 150K,0,6705,1,13500,Personal,Springfield MO,Missouri,ID16,no,1,N
ID7706,0,1,No,72,438,3,1,25K,32,30-39,Female,2,2009,8,1 to 10,19000,Less than 150K,1,6706,1,4500,Personal,Springfield MO,Missouri,ID9,no,1,N
ID7707,0,2,No,78,438,2,1,1K,80,80+,Female,1,2007,47,41 to 50,7000,Less than 150K,0,6707,1,2000,Personal,Springfield MO,Missouri,ID13,no,1,N
ID7708,44,73,No,73,438,2,0,10K,53,50-59,Female,1,2012,22,21 to 30,10000,Less than 150K,1,6708,1,3000,Personal,Springfield MO,Missouri,ID9,yes,1,N
ID7709,22,20,No,48,258,2,0,1K,16,0-19,Female,1,2012,4,1 to 10,5000,Less than 150K,1,6709,1,1000,Personal,St. Louis MO,Missouri,ID14,yes,1,N
ID7710,55,149,No,53,258,2,0,1K,65,60-69,Male,2,2004,44,41 to 50,8000,Less than 150K,0,6710,1,8100,Personal,St. Louis MO,Missouri,ID14,yes,1,N
ID7711,0,1,No,80,438,3,0,1K,41,40-49,Female,1,2007,18,11 to 20,26000,Less than 150K,3,6711,3,15000,Personal,Springfield MO,Missouri,ID13,no,1,N
ID7712,0,0,No,62,438,3,0,1K,54,50-59,Female,1,2005,0,0,10000,Less than 150K,0,6712,1,5000,Personal,Springfield MO,Missouri,ID16,no,1,N
ID7713,0,7,No,81,438,2,1,1K,80,80+,Male,2,2011,24,21 to 30,10000,Less than 150K,0,6713,1,11000,Personal,Springfield MO,Missouri,ID9,yes,1,N
ID7714,30,26,No,73,403,2,0,1K,53,50-59,Male,1,2008,60,51 to 60,5000,Less than 150K,0,6714,1,3000,Personal,Kansas City MO,Missouri,ID15,yes,1,N
ID7715,26,19,No,48,258,2,1,1K,80,80+,Female,1,2004,26,21 to 30,1000,Less than 150K,0,6715,1,10500,Personal,St. Louis MO,Missouri,ID10,yes,1,N
ID7716,0,1,No,76,438,3,0,1K,79,70-79,Female,2,2010,8,1 to 10,10000,Less than 150K,0,6716,1,12000,Personal,Springfield MO,Missouri,ID19,no,1,N
ID7717,,,Yes,,438,3,0,1K,76,70-79,Female,1,2008,18,11 to 20,7000,Less than 150K,0,6717,1,9000,Personal,Springfield MO,Missouri,ID13,no,1,N
ID7718,,,Yes,,438,3,0,1K,25,20-29,Female,0,2006,23,21 to 30,33000,Less than 150K,2,6718,2,7500,Personal,Springfield MO,Missouri,ID9,no,1,N
ID7719,35,45,No,88,438,2,1,1K,76,70-79,Female,2,2010,46,41 to 50,3000,Less than 150K,1,6719,1,12000,Personal,Springfield MO,Missouri,ID9,yes,1,N
ID7720,14,12,No,43,258,2,1,1K,59,50-59,Female,2,2004,18,11 to 20,4000,Less than 150K,0,6720,1,6000,Personal,St. Louis MO,Missouri,ID10,yes,1,N
ID7721,17,60,No,74,438,3,1,25K,65,60-69,Male,1,2007,37,31 to 40,8000,Less than 150K,0,6721,1,15000,Personal,Springfield MO,Missouri,ID16,yes,1,N
ID7722,,,Yes,,438,2,0,10K,41,40-49,Female,1,2010,17,11 to 20,29000,Less than 150K,1,6722,1,12000,Personal,Springfield MO,Missouri,ID16,no,1,N
ID7723,0,0,No,74,438,3,0,1K,44,40-49,Female,0,2005,8,1 to 10,4000,Less than 150K,0,6723,1,1500,Personal,Springfield MO,Missouri,ID19,no,1,N
ID7724,18,16,No,47,258,2,1,1K,41,40-49,Female,1,2009,0,0,18000,Less than 150K,3,6724,3,7200,Personal,St. Louis MO,Missouri,ID10,yes,1,N
ID7725,0,0,No,64,403,4,1,25K,61,60-69,Female,1,2005,31,31 to 40,3000,300K+,0,6725,1,3500,Small Business,Kansas City MO,Missouri,ID9,no,1,N
ID7726,0,8,No,80,403,4,0,25K,54,50-59,Male,2,2003,25,21 to 30,2000,300K+,0,6726,1,3000,Small Business,Kansas City MO,Missouri,ID15,yes,1,N
ID7727,0,0,No,70,403,4,0,1K,38,30-39,Male,1,2005,0,0,2000,300K+,1,6727,1,12000,Small Business,Kansas City MO,Missouri,ID15,no,1,N
ID7728,0,0,No,64,403,2,0,1K,16,0-19,Female,1,2012,4,1 to 10,10000,Less than 150K,2,6728,2,3000,Small Business,Kansas City MO,Missouri,ID11,no,1,N
ID7729,0,0,No,45,268,5,0,10K,42,40-49,Female,1,2005,19,11 to 20,8000,300K+,3,6729,3,9500,Corporate,Rochester MN,Minnesota,ID19,no,1,N
ID7730,7,1,No,47,268,4,1,10K,40,40-49,Female,1,2011,4,1 to 10,9000,300K+,1,6730,1,4500,Corporate,Rochester MN,Minnesota,ID13,no,1,N
ID7731,0,0,No,48,268,4,0,1K,53,50-59,Male,2,2010,38,31 to 40,8000,300K+,1,6731,1,8000,Personal,Rochester MN,Minnesota,ID15,no,1,N
ID7732,0,0,No,61,334,5,1,1K,52,50-59,Male,1,2008,33,31 to 40,6000,300K+,1,6732,1,9500,Personal,Minneapolis MN,Minnesota,ID11,no,1,N
ID7733,0,0,No,62,334,4,1,25K,45,40-49,Female,2,2007,17,11 to 20,2000,300K+,0,6733,1,0,Personal,Minneapolis MN,Minnesota,ID11,no,1,N
ID7734,0,0,No,48,268,4,0,1K,55,50-59,Female,1,2004,8,1 to 10,5000,300K+,0,6734,1,2200,Personal,Rochester MN,Minnesota,ID8,no,1,N
ID7735,2,0,No,47,268,5,0,1K,41,40-49,Male,1,2010,18,11 to 20,2000,300K+,2,6735,2,6000,Personal,Rochester MN,Minnesota,ID13,no,1,N
ID7736,0,10,No,54,268,3,0,1K,16,0-19,Female,2,2005,16,11 to 20,5000,300K+,2,6736,2,4000,Personal,Rochester MN,Minnesota,ID15,yes,1,N
ID7737,2,6,No,59,334,3,0,1K,28,20-29,Female,2,2008,21,21 to 30,12000,300K+,2,6737,2,3000,Personal,Minneapolis MN,Minnesota,ID17,yes,1,N
ID7738,,,Yes,,334,4,0,25K,66,60-69,Female,1,2007,19,11 to 20,2000,300K+,2,6738,2,4500,Personal,Minneapolis MN,Minnesota,ID11,no,1,N
ID7739,11,7,No,62,334,2,1,1K,85,80+,Female,1,2008,15,11 to 20,5000,Less than 150K,0,6739,1,12000,Personal,Minneapolis MN,Minnesota,ID17,yes,1,N
ID7740,25,11,No,64,334,2,1,1K,31,30-39,Male,2,2010,21,21 to 30,31000,Less than 150K,4,6740,4,6000,Personal,Minneapolis MN,Minnesota,ID11,yes,1,N
ID7741,10,7,No,47,268,3,0,1K,26,20-29,Female,1,2006,25,21 to 30,1000,300K+,1,6741,1,4500,Small Business,Rochester MN,Minnesota,ID15,yes,1,N
ID7742,33,28,No,47,268,2,0,1K,71,70-79,Female,1,2003,33,31 to 40,5000,Less than 150K,0,6742,1,6000,Small Business,Rochester MN,Minnesota,ID8,yes,1,N
ID7743,0,0,No,47,235,5,1,25K,27,20-29,Female,1,2008,11,11 to 20,5000,300K+,0,6743,1,3000,Corporate,Detroit MI,Michigan,ID11,no,1,N
ID7744,1,0,No,51,235,4,0,1K,37,30-39,Female,1,2009,11,11 to 20,8000,300K+,2,6744,2,500,Corporate,Detroit MI,Michigan,ID17,no,1,N
ID7745,0,0,No,27,122,5,1,1K,35,30-39,Male,1,2010,10,11 to 20,5000,300K+,2,6745,2,0,Corporate,Kalamazoo MI,Michigan,ID8,no,1,N
ID7746,0,0,No,44,224,4,1,25K,45,40-49,Male,2,2007,0,0,6000,300K+,0,6746,1,6000,Corporate,Traverse City MI,Michigan,ID11,no,1,N
ID7747,6,6,No,25,137,4,0,1K,36,30-39,Female,1,2006,0,0,17000,300K+,2,6747,2,3000,Corporate,Grand Rapids MI,Michigan,ID15,yes,1,N
ID7748,16,11,No,35,223,3,1,1K,37,30-39,Male,1,2006,22,21 to 30,8000,300K+,0,6748,1,8000,Corporate,Flint MI,Michigan,ID20,yes,1,N
ID7749,91,103,No,27,122,4,0,25K,34,30-39,Female,1,2010,5,1 to 10,6000,300K+,2,6749,2,8500,Corporate,Kalamazoo MI,Michigan,ID15,yes,1,N
ID7750,1,42,No,38,223,2,0,1K,17,0-19,Male,1,2003,29,21 to 30,7000,Less than 150K,1,6750,1,0,Corporate,Flint MI,Michigan,ID20,yes,1,N
ID7751,0,0,No,46,235,3,1,1K,78,70-79,Female,1,2007,35,31 to 40,4000,Less than 150K,0,6751,1,4500,Corporate,Detroit MI,Michigan,ID10,no,1,N
ID7752,0,0,No,21,122,4,1,1K,57,50-59,Female,1,2008,9,1 to 10,5000,300K+,0,6752,1,3500,Personal,Kalamazoo MI,Michigan,ID8,no,1,N
ID7753,0,0,No,22,122,4,1,1K,40,40-49,Female,0,2004,26,21 to 30,17000,300K+,2,6753,2,3000,Personal,Kalamazoo MI,Michigan,ID15,no,1,N
ID7754,11,32,No,48,235,4,1,1K,36,30-39,Male,1,2006,13,11 to 20,9000,300K+,1,6754,1,7300,Personal,Detroit MI,Michigan,ID11,yes,1,N
ID7755,45,41,No,53,235,4,1,25K,31,30-39,Female,1,2003,18,11 to 20,9000,300K+,0,6755,1,2000,Personal,Detroit MI,Michigan,ID9,yes,1,N
ID7756,319,363,No,56,235,4,0,25K,73,70-79,Female,1,2010,22,21 to 30,6000,300K+,0,6756,1,5500,Personal,Detroit MI,Michigan,ID9,yes,1,N
ID7757,0,0,No,24,122,4,1,1K,49,40-49,Female,2,2005,36,31 to 40,12000,300K+,2,6757,2,1000,Personal,Kalamazoo MI,Michigan,ID9,no,1,N
ID7758,16,14,No,37,223,4,1,25K,25,20-29,Female,1,2009,10,11 to 20,19000,300K+,1,6758,1,3000,Personal,Flint MI,Michigan,ID20,yes,1,N
ID7759,0,0,No,25,122,4,0,25K,43,40-49,Female,2,2006,50,51 to 60,3000,300K+,0,6759,1,9000,Personal,Kalamazoo MI,Michigan,ID9,no,1,N
ID7760,32,26,No,44,235,4,0,1K,46,40-49,Male,1,2009,12,11 to 20,13000,300K+,1,6760,1,7500,Personal,Detroit MI,Michigan,ID9,yes,1,N
ID7761,0,0,No,26,137,4,1,10K,33,30-39,Female,1,2011,5,1 to 10,19000,300K+,1,6761,1,4500,Personal,Grand Rapids MI,Michigan,ID7,no,1,N
ID7762,31,34,No,60,235,4,1,1K,28,20-29,Male,1,2007,11,11 to 20,16000,300K+,1,6762,1,6500,Personal,Detroit MI,Michigan,ID11,yes,1,N
ID7763,0,0,No,37,224,4,1,25K,41,40-49,Female,1,2003,7,1 to 10,24000,300K+,1,6763,1,0,Personal,Traverse City MI,Michigan,ID19,no,1,N
ID7764,3,33,No,48,235,4,1,1K,57,50-59,Male,1,2012,42,41 to 50,1000,300K+,0,6764,1,6000,Personal,Detroit MI,Michigan,ID9,yes,1,N
ID7765,0,0,No,46,235,4,1,1K,45,40-49,Female,2,2006,38,31 to 40,6000,300K+,0,6765,1,6000,Personal,Detroit MI,Michigan,ID13,no,1,N
ID7766,92,80,No,51,235,4,1,1K,52,50-59,Female,2,2003,49,41 to 50,8000,300K+,0,6766,1,1000,Personal,Detroit MI,Michigan,ID13,yes,1,N
